source_file,participant_id_raw,participant_group,experiment_num,experiment_kind,forced_stop_instruction,driver_age,driver_sex,sex_female,experience_years,day_night,weather,instructed_speed_kmh,initial_speed_kmh,speed_at_yellow_kmh,speed_delta_from_instruction_kmh,distance_threshold_m,yellow_onset_time_value,yellow_onset_time_source,yellow_onset_method,yellow_onset_interp_alpha,yellow_onset_bracket_row0,yellow_onset_bracket_row1,yellow_onset_bracket_d0_m,yellow_onset_bracket_d1_m,yellow_onset_bracket_speed0_kmh,yellow_onset_bracket_speed1_kmh,yellow_onset_distance_abs_error_m,tti_s,a_req_mps2,comfort_rating,go_decision,stop_decision,stop_detected_in_window,stop_distance_event_m,n_fix_rows,min_speed_kmh_full_run,min_light_distance_m,max_light_distance_m,traj_event_type,traj_time_col,traj_t_onset,traj_t_event,traj_duration_s,traj_onset_speed_kmh_raw_interp,traj_onset_distance_m_raw_interp,traj_event_speed_kmh_raw_interp,traj_event_distance_m_raw_interp,traj_v_end_obs_mps,traj_d_end_obs_m,go_decision_meta_original,stop_decision_meta_original,decision_label_override_applied,decision_label_override_reason
2_exp3_75.0_60.0_20260206-153507.csv,2,2,3.0,main,0,28.0,male,0,8.0,day,rainy,60.0,56.965479804894194,56.965479804894194,-3.034520195105806,75.0,1770388525.254012,t_wall,linear_interpolation,0.2361734416845929,174,175,75.37193682471325,73.79709071983257,57.042,56.718,0.0,4.739712557934129,1.669272576852782,5.0,0,1,1,3.157238630222594,374,0.007,3.1555211648153416,205.7813228387093,stop,t_wall,1770388525.254012,1770388534.1101134,8.856101274490356,56.96547943496234,74.99999820189588,0.13,3.157238630222594,0.0361111111111111,3.157238630222594,0,1,0,
2_exp4_70.0_60.0_20260206-153810.csv,2,2,4.0,main,0,28.0,male,0,8.0,day,rainy,60.0,59.18617435214792,59.18617435214792,-0.8138256478520773,70.0,1770388709.9255383,t_wall,linear_interpolation,0.0992419471829501,196,197,70.16227037779218,68.5271716881923,59.209,58.979,0.0,4.257751117695863,1.930667567483936,5.0,0,1,1,3.067857643076006,400,0.007,3.0636461518113824,202.47218885852072,stop,t_wall,1770388709.9255383,1770388718.2983675,8.37282919883728,59.186174909484,70.0000039621717,0.14,3.067857643076006,0.0388888888888888,3.067857643076006,0,1,0,
2_exp5_43.0_50.0_20260206-154016.csv,2,2,5.0,main,0,28.0,male,0,8.0,day,rainy,50.0,45.02497851085344,45.02497851085344,-4.975021489146563,43.0,1770388837.5520568,t_wall,linear_interpolation,0.9928369511454452,206,207,44.23858288824936,42.991063960976966,45.022,45.025,0.0,3.4380915909306853,1.818878023527503,5.0,0,1,1,3.091224493457464,388,0.007,3.091224493457464,196.8883113249924,stop,t_wall,1770388837.5520568,1770388843.6397605,6.087703704833984,45.0249785097388,43.00000046350794,0.162,3.091224493457464,0.045,3.091224493457464,0,1,0,
2_exp6_25.0_50.0_20260206-154235.csv,2,2,6.0,main,0,28.0,male,0,8.0,day,rainy,50.0,46.897750997840205,46.897750997840205,-3.1022490021597946,25.0,1770388978.2746763,t_wall,linear_interpolation,0.2255206074237352,227,228,25.29365935387549,23.991519575031564,46.854,47.048,0.0,1.9190685712017364,3.3941343343447863,,1,0,0,,368,0.004,-77.57384834690619,199.08830400168543,go,t_wall,1770388978.2746763,1770388980.2476563,1.97298002243042,46.8977509860245,25.00000007930774,44.3305314735908,0.0,12.314036520441888,0.0,1,0,0,
2_exp7_38.0_60.0_20260206-154451.csv,2,2,7.0,main,0,28.0,male,0,8.0,day,rainy,60.0,55.81820933728866,55.81820933728866,-4.181790662711336,38.0,1770389111.542738,t_wall,linear_interpolation,0.1776368871041522,203,204,38.27346778197442,36.733991457926486,55.858,55.634,0.0,2.4508131239640547,3.1632477396253447,,1,0,0,,349,0.0,-76.42224170605363,206.20768798451977,go,t_wall,1770389111.542738,1770389114.0776043,2.534866571426392,55.81820924149956,37.99999934167384,54.2824125782183,0.0,15.078447938393971,0.0,1,0,0,
2_exp8_48.0_50.0_20260206-155142.csv,2,2,8.0,main,0,28.0,male,0,8.0,day,rainy,50.0,47.02369805466461,47.02369805466461,-2.9763019453353863,48.0,1770389524.593342,t_wall,linear_interpolation,0.5982706435256564,216,217,48.780530055434994,47.47588630618588,47.196,46.908,0.0,3.674742888131036,1.7772860232898249,5.0,0,1,1,3.7037963606249367,403,0.0,3.692649455435137,219.919361318936,stop,t_wall,1770389524.593342,1770389531.2424254,6.649083375930786,47.023698315321646,48.00000118077976,0.061,3.7037963606249367,0.0169444444444444,3.7037963606249367,0,1,0,
2_exp9_41.0_40.0_20260206-155413.csv,2,2,9.0,main,0,28.0,male,0,8.0,day,rainy,40.0,38.0556299834709,38.0556299834709,-1.9443700165290991,41.0,1770389677.6591425,t_wall,linear_interpolation,0.6942549674658801,242,243,41.731420678591846,40.67788744819722,38.023,38.07,0.0,3.8785325604676273,1.3627587449552556,5.0,0,1,1,3.2477905215936684,436,0.011,3.228921136281824,201.20756911120893,stop,t_wall,1770389677.6591425,1770389684.874743,7.215600490570068,38.05562997037632,41.00000029352272,0.054,3.2477905215936684,0.015,3.2477905215936684,0,1,0,
2_exp10_27.0_40.0_20260206-155952.csv,2,2,10.0,main,0,30.0,male,0,0.0,day,normal,40.0,38.07482538360741,38.07482538360741,-1.925174616392596,27.0,1770390019.399275,t_wall,linear_interpolation,0.2448163638972078,268,269,27.25855903158331,26.20242443556475,38.102,37.991,0.0,2.5528679126089475,2.071462517135624,,1,0,0,,416,0.0,-73.41865224147426,210.8204191930679,go,t_wall,1770390019.399275,1770390021.919576,2.52030086517334,38.07482536163784,26.99999979096552,37.55579459081754,0.0,10.432165164115984,0.0,1,0,0,
2_exp11_75.0_40.0_20260206-160153.csv,2,2,11.0,main,0,28.0,male,0,8.0,day,rainy,40.0,37.06228978359732,37.06228978359732,-2.937710216402685,75.0,1770390131.337139,t_wall,linear_interpolation,0.9932608465739928,175,176,76.02156548219493,74.99306880308131,37.105,37.062,0.0,7.28503288859109,0.7065912160511019,5.0,0,1,1,2.677120692697724,406,0.004,2.677120692697724,174.8615820833357,stop,t_wall,1770390131.337139,1770390142.3356855,10.998546600341797,37.06228971515235,74.99999836289729,0.054,2.677120692697724,0.015,2.677120692697724,0,1,0,
2_exp12_60.0_40.0_20260206-160406.csv,2,2,12.0,main,0,28.0,male,0,8.0,day,rainy,40.0,38.35164298931394,38.35164298931394,-1.6483570106860626,60.0,1770390264.1640034,t_wall,linear_interpolation,0.2392691062155338,176,177,60.25348065167664,59.19408499594036,38.405,38.182,0.0,5.632092478024602,0.9457616512215749,5.0,0,1,1,3.012781137850929,387,0.004,2.999449966198162,156.70677221263534,stop,t_wall,1770390264.1640034,1770390273.1384163,8.97441291809082,38.351643286407466,60.000001411388304,0.126,3.012781137850929,0.0349999999999999,3.012781137850929,0,1,0,
3_exp1_38.0_40.0_20260206-162630.csv,3,3,1.0,main,0,32.0,male,0,3.0,day,normal,40.0,36.96309274861584,36.96309274861584,-3.0369072513841644,38.0,1770391612.5381894,t_wall,linear_interpolation,0.0445265662943577,222,223,38.04579075735574,37.01739891925567,36.961,37.008,0.0,3.7009890089655113,1.3871327013714023,5.0,0,1,1,3.660879032123544,408,0.0,3.660879032123544,164.00178033061576,stop,t_wall,1770391612.5381894,1770391619.1332395,6.595050096511841,36.96309276698956,37.99999959797035,0.061,3.660879032123544,0.0169444444444444,3.660879032123544,0,1,0,
3_exp2_36.0_60.0_20260206-162847.csv,3,3,2.0,main,0,32.0,male,0,3.0,day,normal,60.0,54.19670329348548,54.19670329348548,-5.803296706514523,36.0,1770391747.338292,t_wall,linear_interpolation,0.7083756849959728,199,200,37.06246714145838,35.56260320772607,54.281,54.162,0.0,2.3912893612401347,3.147808050285172,,1,0,0,,345,0.004,-32.52488562184499,180.3799140560948,go,t_wall,1770391747.338292,1770391749.7982004,2.4599084854125977,54.1967033883486,36.00000119564516,48.67137101930552,0.0,13.51982528314042,0.0,1,0,0,
3_exp3_39.0_60.0_20260206-163057.csv,3,3,3.0,main,0,32.0,male,0,3.0,day,normal,60.0,54.87228733081193,54.87228733081193,-5.127712669188071,39.0,1770391875.6913328,t_wall,linear_interpolation,0.5221384887744004,177,178,39.794673269384674,38.27271446636675,54.724,55.008,0.0,2.5586686254495263,2.97856117137067,,1,0,0,,324,0.004,-32.125754227076484,165.63508058062794,go,t_wall,1770391875.6913328,1770391878.349187,2.6578540802001958,54.87228709144381,39.000001282776125,49.62670131475494,0.0,13.785194809654149,0.0,1,0,0,
3_exp4_69.0_60.0_20260206-163320.csv,3,3,4.0,main,0,32.0,male,0,3.0,day,normal,60.0,57.16431485834801,57.16431485834801,-2.835685141651993,69.0,1770392017.5943358,t_wall,linear_interpolation,0.2033561424789047,171,172,69.32269252209665,67.73585812327774,57.121,57.334,0.0,4.345368270669037,1.8271151442701885,5.0,0,1,1,3.0536640409617872,367,0.004,3.0519750324703843,180.22187840052823,stop,t_wall,1770392017.5943358,1770392026.2580037,8.663667917251587,57.16431468986026,69.00000125522138,0.14,3.0536640409617872,0.0388888888888888,3.0536640409617872,0,1,0,
3_exp5_74.0_50.0_20260206-163623.csv,3,3,5.0,main,0,32.0,male,0,3.0,day,normal,50.0,47.32286327590012,47.32286327590012,-2.6771367240998813,74.0,1770392199.7050066,t_wall,linear_interpolation,0.3803422926488564,164,165,74.49765362553757,73.18921742173886,47.297,47.365,0.0,5.629414231485613,1.1675495227673174,5.0,0,1,1,3.275540939234335,387,0.004,3.274527291137977,166.8909951351076,stop,t_wall,1770392199.7050066,1770392209.9381056,10.233098983764648,47.32286334504288,73.99999866957528,0.173,3.275540939234335,0.0480555555555555,3.275540939234335,0,1,0,
3_exp6_47.0_40.0_20260206-163834.csv,3,3,6.0,main,0,32.0,male,0,3.0,day,normal,40.0,38.98368406829945,38.98368406829945,-1.0163159317005466,47.0,1770392333.7793252,t_wall,linear_interpolation,0.7394462207866729,194,195,47.80155551221714,46.71756118012847,38.909,39.01,0.0,4.340277324830599,1.2474780203711786,5.0,0,1,1,4.102296527778167,385,0.004,4.1018717489222976,160.4076957025428,stop,t_wall,1770392333.7793252,1770392340.7092755,6.92995023727417,38.98368402594767,47.000000454545486,0.065,4.102296527778167,0.0180555555555555,4.102296527778167,0,1,0,
3_exp7_29.0_50.0_20260206-164133.csv,3,3,7.0,main,0,32.0,male,0,3.0,day,normal,50.0,45.08542205446526,45.08542205446526,-4.914577945534738,29.0,1770392514.4771068,t_wall,linear_interpolation,0.8297360950774065,204,205,30.038610403248068,28.786874568914893,45.029,45.097,0.0,2.315604362622579,2.704202961139398,,1,0,0,,351,0.004,-20.035758277475697,168.56529411388524,go,t_wall,1770392514.4771068,1770392516.923836,2.446729183197021,45.08542214914875,28.999998257077817,36.45426946358426,0.0,10.12618596210674,0.0,1,0,0,
3_exp8_41.0_50.0_20260206-164435.csv,3,3,8.0,main,0,32.0,male,0,3.0,day,normal,50.0,47.96256917902446,47.96256917902446,-2.037430820975537,41.0,1770392694.1583447,t_wall,linear_interpolation,0.8699926038239899,189,190,42.1552220644565,40.82736932251501,47.866,47.977,0.0,3.0773997833408417,2.1646417139535408,4.0,0,1,1,4.667000263513081,361,0.004,4.641086513050578,167.04977463082042,stop,t_wall,1770392694.1583447,1770392699.1700733,5.011728525161743,47.96256922833038,40.99999941017113,0.137,4.667000263513081,0.0380555555555555,4.667000263513081,0,1,0,
